# freq_THz  kappa_Wm-1K-1THz-1  kappa_err  G_Wm-2K-1THz-1  G_err  lambda_m  lambda_err_m
5.9842258600e+00 1.3338742300e+01 4.3308466400e-02 3.8802392968e+08 1.3088003791e+07 3.4376081678e-08 1.1648609000e-09
6.0160568500e+00 1.3112292200e+01 9.8344466200e-02 3.9278766654e+08 1.2741235298e+07 3.3382647463e-08 1.1114339378e-09
6.0478878400e+00 1.2892451500e+01 1.4879308000e-01 3.9698423885e+08 1.2012549568e+07 3.2475978233e-08 1.0517580606e-09
6.0797188300e+00 1.2679687800e+01 1.9451529500e-01 4.0058843725e+08 1.0894843940e+07 3.1652655496e-08 9.8836366659e-10
6.1115498100e+00 1.2474430600e+01 2.3546056200e-01 4.0368545497e+08 9.4767494556e+06 3.0901362550e-08 9.3083685541e-10
6.1433808000e+00 1.2277071900e+01 2.7148987000e-01 4.0629335385e+08 7.8626914088e+06 3.0217259977e-08 8.8795544289e-10
6.1752117900e+00 1.2088066600e+01 3.0255266800e-01 4.0851866704e+08 6.2997510091e+06 2.9589998146e-08 8.6989500811e-10
6.2070427800e+00 1.1907743100e+01 3.2862368300e-01 4.1041288517e+08 5.2925829955e+06 2.9014057624e-08 8.8382041467e-10
6.2388737700e+00 1.1736493300e+01 3.4969027500e-01 4.1208273610e+08 5.3927786445e+06 2.8480914806e-08 9.2683810375e-10
6.2707047600e+00 1.1574620500e+01 3.6572717200e-01 4.1359877496e+08 6.7125513403e+06 2.7985142125e-08 9.9408024132e-10
6.3025357500e+00 1.1422440600e+01 3.7674700900e-01 4.1505324065e+08 8.6206556621e+06 2.7520422638e-08 1.0726876616e-09
6.3343667400e+00 1.1280244200e+01 3.8283825000e-01 4.1652319470e+08 1.0691780215e+07 2.7081911268e-08 1.1524131977e-09
6.3661977200e+00 1.1148246300e+01 3.8401353000e-01 4.1807836419e+08 1.2664002294e+07 2.6665446612e-08 1.2231497749e-09
6.3980287100e+00 1.1026724800e+01 3.8037395100e-01 4.1979788696e+08 1.4371440639e+07 2.6266746791e-08 1.2765555394e-09
6.4298597000e+00 1.0915806100e+01 3.7202061100e-01 4.2172758386e+08 1.5737696266e+07 2.5883547858e-08 1.3081009707e-09
6.4616906900e+00 1.0815717600e+01 3.5905461000e-01 4.2394855171e+08 1.6672735365e+07 2.5511863542e-08 1.3129829702e-09
6.4935216800e+00 1.0726547900e+01 3.4161495900e-01 4.2648997384e+08 1.7183104048e+07 2.5150762170e-08 1.2916627315e-09
6.5253526700e+00 1.0648398100e+01 3.1985330800e-01 4.2943005209e+08 1.7241035897e+07 2.4796583397e-08 1.2433395842e-09
6.5571836600e+00 1.0581381800e+01 2.9393394200e-01 4.3278529459e+08 1.6924390310e+07 2.4449494778e-08 1.1727857285e-09
6.5890146400e+00 1.0525486500e+01 2.6404642500e-01 4.3663481163e+08 1.6291457169e+07 2.4105926096e-08 1.0838201173e-09
6.6208456300e+00 1.0480737300e+01 2.3036767800e-01 4.4097862049e+08 1.5490610613e+07 2.3766996432e-08 9.8485096998e-10
6.6526766200e+00 1.0447058600e+01 1.9312517800e-01 4.4589010603e+08 1.4686329507e+07 2.3429671255e-08 8.8494340982e-10
6.6845076100e+00 1.0424437600e+01 1.5248320900e-01 4.5134790768e+08 1.4066073329e+07 2.3096235571e-08 7.9512622109e-10
