# freq_w_over_2pi_THz  kappa_x_avg_Wm-1K-1THz-1  std_Wm-1K-1THz-1  stderr_Wm-1K-1THz-1
1.97352129e+00 2.67913983e+00 1.82980219e+00 9.14901093e-01
2.00535228e+00 2.66485960e+00 1.84594209e+00 9.22971044e-01
2.03718327e+00 2.64951821e+00 1.86057698e+00 9.30288488e-01
2.06901426e+00 2.63318142e+00 1.87369477e+00 9.36847387e-01
2.10084525e+00 2.61590915e+00 1.88527084e+00 9.42635421e-01
2.13267624e+00 2.59776535e+00 1.89529985e+00 9.47649924e-01
2.16450723e+00 2.57880800e+00 1.90375400e+00 9.51877000e-01
2.19633821e+00 2.55911352e+00 1.91064284e+00 9.55321420e-01
2.22816920e+00 2.53873908e+00 1.91594862e+00 9.57974309e-01
2.26000019e+00 2.51775773e+00 1.91967295e+00 9.59836476e-01
2.29183118e+00 2.49622102e+00 1.92180283e+00 9.60901414e-01
2.32366217e+00 2.47421098e+00 1.92236310e+00 9.61181548e-01
2.35549316e+00 2.45178125e+00 1.92134723e+00 9.60673615e-01
2.38732415e+00 2.42900358e+00 1.91877002e+00 9.59385009e-01
2.41915513e+00 2.40592279e+00 1.91462664e+00 9.57313318e-01
2.45098612e+00 2.38261109e+00 1.90894928e+00 9.54474641e-01
2.48281711e+00 2.35912129e+00 1.90174723e+00 9.50873617e-01
2.51464810e+00 2.33552165e+00 1.89305845e+00 9.46529223e-01
2.54647909e+00 2.31185023e+00 1.88288466e+00 9.41442329e-01
2.57831008e+00 2.28815726e+00 1.87126166e+00 9.35630829e-01
2.61014107e+00 2.26450013e+00 1.85822633e+00 9.29113164e-01
2.64197206e+00 2.24091616e+00 1.84380155e+00 9.21900774e-01
2.67380304e+00 2.21744991e+00 1.82803222e+00 9.14016110e-01
2.70563403e+00 2.19414529e+00 1.81096170e+00 9.05480851e-01
2.73746502e+00 2.17103213e+00 1.79263005e+00 8.96315026e-01
2.76929601e+00 2.14814157e+00 1.77307603e+00 8.86538017e-01
2.80112700e+00 2.12550497e+00 1.75235565e+00 8.76177824e-01
2.83295799e+00 2.10314848e+00 1.73052192e+00 8.65260960e-01
2.86478898e+00 2.08109389e+00 1.70762806e+00 8.53814032e-01
2.89661996e+00 2.05935979e+00 1.68373271e+00 8.41866353e-01
2.92845095e+00 2.03796039e+00 1.65889323e+00 8.29446616e-01
2.96028194e+00 2.01690915e+00 1.63317413e+00 8.16587064e-01
2.99211293e+00 1.99621909e+00 1.60664555e+00 8.03322774e-01
3.02394392e+00 1.97589077e+00 1.57936965e+00 7.89684824e-01
3.05577491e+00 1.95593261e+00 1.55141944e+00 7.75709722e-01
3.08760590e+00 1.93633746e+00 1.52286010e+00 7.61430049e-01
3.11943688e+00 1.91710765e+00 1.49376819e+00 7.46884094e-01
3.15126787e+00 1.89823934e+00 1.46422367e+00 7.32111836e-01
3.18309886e+00 1.87972829e+00 1.43430295e+00 7.17151474e-01
3.21492985e+00 1.86155219e+00 1.40406812e+00 7.02034062e-01
3.24676084e+00 1.84370353e+00 1.37360029e+00 6.86800144e-01
3.27859183e+00 1.82617598e+00 1.34298823e+00 6.71494115e-01
3.31042282e+00 1.80894870e+00 1.31230395e+00 6.56151977e-01
3.34225380e+00 1.79200078e+00 1.28161682e+00 6.40808411e-01
3.37408479e+00 1.77531659e+00 1.25100428e+00 6.25502138e-01
3.40591578e+00 1.75887574e+00 1.22054717e+00 6.10273584e-01
3.43774677e+00 1.74266236e+00 1.19031901e+00 5.95159503e-01
3.46957776e+00 1.72664594e+00 1.16038375e+00 5.80191875e-01
3.50140875e+00 1.71080258e+00 1.13080011e+00 5.65400053e-01
3.53323974e+00 1.69511732e+00 1.10164731e+00 5.50823656e-01
3.56507073e+00 1.67956075e+00 1.07297823e+00 5.36489113e-01
3.59690171e+00 1.66411214e+00 1.04485132e+00 5.22425660e-01
3.62873270e+00 1.64874811e+00 1.01731645e+00 5.08658223e-01
3.66056369e+00 1.63344415e+00 9.90419500e-01 4.95209750e-01
3.69239468e+00 1.61817737e+00 9.64198866e-01 4.82099433e-01
3.72422567e+00 1.60292596e+00 9.38693099e-01 4.69346549e-01
3.75605666e+00 1.58766658e+00 9.13924163e-01 4.56962082e-01
3.78788765e+00 1.57238148e+00 8.89917352e-01 4.44958676e-01
3.81971863e+00 1.55704773e+00 8.66681826e-01 4.33340913e-01
3.85154962e+00 1.54165105e+00 8.44228319e-01 4.22114159e-01
3.88338061e+00 1.52616849e+00 8.22552402e-01 4.11276201e-01
3.91521160e+00 1.51058654e+00 8.01648731e-01 4.00824365e-01
3.94704259e+00 1.49489061e+00 7.81501189e-01 3.90750594e-01
3.97887358e+00 1.47906400e+00 7.62090142e-01 3.81045071e-01
4.01070457e+00 1.46309894e+00 7.43391367e-01 3.71695684e-01
4.04253555e+00 1.44698123e+00 7.25368101e-01 3.62684051e-01
4.07436654e+00 1.43070220e+00 7.07986879e-01 3.53993439e-01
4.10619753e+00 1.41425705e+00 6.91209433e-01 3.45604716e-01
4.13802852e+00 1.39763726e+00 6.74993198e-01 3.37496599e-01
4.16985951e+00 1.38084022e+00 6.59295223e-01 3.29647611e-01
4.20169050e+00 1.36386196e+00 6.44070553e-01 3.22035276e-01
4.23352149e+00 1.34670027e+00 6.29276992e-01 3.14638496e-01
4.26535247e+00 1.32935685e+00 6.14871840e-01 3.07435920e-01
4.29718346e+00 1.31183537e+00 6.00819628e-01 3.00409814e-01
4.32901445e+00 1.29413640e+00 5.87082372e-01 2.93541186e-01
4.36084544e+00 1.27626621e+00 5.73633452e-01 2.86816726e-01
4.39267643e+00 1.25823037e+00 5.60447985e-01 2.80223992e-01
4.42450742e+00 1.24003599e+00 5.47506061e-01 2.73753030e-01
4.45633841e+00 1.22169446e+00 5.34800352e-01 2.67400176e-01
4.48816940e+00 1.20321203e+00 5.22326993e-01 2.61163497e-01
4.52000038e+00 1.18460147e+00 5.10089384e-01 2.55044692e-01
4.55183137e+00 1.16587504e+00 4.98104873e-01 2.49052436e-01
4.58366236e+00 1.14704588e+00 4.86394967e-01 2.43197483e-01
4.61549335e+00 1.12812588e+00 4.74992418e-01 2.37496209e-01
4.64732434e+00 1.10913055e+00 4.63938842e-01 2.31969421e-01
4.67915533e+00 1.09007650e+00 4.53283886e-01 2.26641943e-01
4.71098632e+00 1.07097657e+00 4.43085840e-01 2.21542920e-01
4.74281730e+00 1.05185013e+00 4.33411161e-01 2.16705580e-01
4.77464829e+00 1.03271221e+00 4.24330631e-01 2.12165315e-01
4.80647928e+00 1.01357894e+00 4.15922168e-01 2.07961084e-01
4.83831027e+00 9.94468726e-01 4.08267438e-01 2.04133719e-01
4.87014126e+00 9.75399264e-01 4.01443690e-01 2.00721845e-01
4.90197225e+00 9.56386664e-01 3.95531547e-01 1.97765774e-01
4.93380324e+00 9.37447583e-01 3.90598856e-01 1.95299428e-01
4.96563422e+00 9.18602081e-01 3.86713035e-01 1.93356517e-01
4.99746521e+00 8.99863871e-01 3.83924915e-01 1.91962457e-01
5.02929620e+00 8.81252478e-01 3.82271662e-01 1.91135831e-01
5.06112719e+00 8.62783382e-01 3.81772375e-01 1.90886187e-01
5.09295818e+00 8.44471243e-01 3.82428412e-01 1.91214206e-01
5.12478917e+00 8.26334449e-01 3.84220268e-01 1.92110134e-01
5.15662016e+00 8.08386204e-01 3.87111953e-01 1.93555977e-01
5.18845114e+00 7.90643002e-01 3.91050539e-01 1.95525269e-01
5.22028213e+00 7.73117670e-01 3.95962113e-01 1.97981057e-01
5.25211312e+00 7.55823855e-01 4.01768725e-01 2.00884362e-01
5.28394411e+00 7.38774764e-01 4.08375639e-01 2.04187819e-01
5.31577510e+00 7.21983602e-01 4.15684147e-01 2.07842073e-01
5.34760609e+00 7.05460291e-01 4.23593359e-01 2.11796680e-01
5.37943708e+00 6.89218416e-01 4.31997726e-01 2.15998863e-01
5.41126807e+00 6.73265937e-01 4.40793268e-01 2.20396634e-01
5.44309905e+00 6.57613093e-01 4.49880238e-01 2.24940119e-01
5.47493004e+00 6.42268980e-01 4.59160116e-01 2.29580058e-01
5.50676103e+00 6.27240993e-01 4.68540009e-01 2.34270004e-01
5.53859202e+00 6.12537914e-01 4.77932602e-01 2.38966301e-01
5.57042301e+00 5.98165556e-01 4.87256250e-01 2.43628125e-01
5.60225400e+00 5.84130302e-01 4.96433459e-01 2.48216730e-01
5.63408499e+00 5.70436827e-01 5.05395901e-01 2.52697951e-01
5.66591597e+00 5.57090313e-01 5.14077586e-01 2.57038793e-01
5.69774696e+00 5.44092908e-01 5.22419962e-01 2.61209981e-01
5.72957795e+00 5.31449856e-01 5.30372610e-01 2.65186305e-01
5.76140894e+00 5.19162686e-01 5.37885728e-01 2.68942864e-01
5.79323993e+00 5.07232379e-01 5.44917899e-01 2.72458950e-01
5.82507092e+00 4.95661240e-01 5.51433352e-01 2.75716676e-01
5.85690191e+00 4.84450395e-01 5.57400303e-01 2.78700151e-01
5.88873289e+00 4.73598490e-01 5.62789379e-01 2.81394690e-01
5.92056388e+00 4.63103295e-01 5.67577414e-01 2.83788707e-01
5.95239487e+00 4.52966662e-01 5.71747459e-01 2.85873730e-01
5.98422586e+00 4.43186247e-01 5.75284856e-01 2.87642428e-01
6.01605685e+00 4.33759035e-01 5.78177056e-01 2.89088528e-01
6.04788784e+00 4.24681811e-01 5.80415314e-01 2.90207657e-01
6.07971883e+00 4.15950713e-01 5.81998627e-01 2.90999313e-01
6.11154981e+00 4.07562114e-01 5.82921850e-01 2.91460925e-01
6.14338080e+00 3.99513336e-01 5.83191580e-01 2.91595790e-01
6.17521179e+00 3.91796670e-01 5.82808580e-01 2.91404290e-01
6.20704278e+00 3.84408892e-01 5.81782802e-01 2.90891401e-01
6.23887377e+00 3.77343622e-01 5.80122085e-01 2.90061042e-01
6.27070476e+00 3.70594541e-01 5.77838661e-01 2.88919330e-01
6.30253575e+00 3.64154381e-01 5.74946563e-01 2.87473282e-01
6.33436674e+00 3.58017582e-01 5.71462872e-01 2.85731436e-01
6.36619772e+00 3.52175173e-01 5.67402974e-01 2.83701487e-01
6.39802871e+00 3.46620455e-01 5.62786118e-01 2.81393059e-01
6.42985970e+00 3.41344518e-01 5.57632994e-01 2.78816497e-01
6.46169069e+00 3.36339654e-01 5.51966080e-01 2.75983040e-01
6.49352168e+00 3.31594868e-01 5.45805309e-01 2.72902655e-01
6.52535267e+00 3.27104601e-01 5.39177360e-01 2.69588680e-01
6.55718366e+00 3.22855310e-01 5.32102196e-01 2.66051098e-01
6.58901464e+00 3.18839650e-01 5.24607978e-01 2.62303989e-01
6.62084563e+00 3.15047060e-01 5.16717871e-01 2.58358936e-01
6.65267662e+00 3.11466668e-01 5.08458877e-01 2.54229439e-01
6.68450761e+00 3.08087483e-01 4.99854354e-01 2.49927177e-01
6.71633860e+00 3.04898238e-01 4.90929986e-01 2.45464993e-01
6.74816959e+00 3.01890341e-01 4.81714519e-01 2.40857259e-01
6.78000058e+00 2.99048625e-01 4.72229109e-01 2.36114555e-01
6.81183156e+00 2.96364057e-01 4.62501670e-01 2.31250835e-01
6.84366255e+00 2.93823049e-01 4.52556853e-01 2.26278427e-01
6.87549354e+00 2.91414861e-01 4.42417796e-01 2.21208898e-01
6.90732453e+00 2.89128371e-01 4.32111176e-01 2.16055588e-01
6.93915552e+00 2.86949299e-01 4.21658889e-01 2.10829445e-01
6.97098651e+00 2.84866082e-01 4.11085567e-01 2.05542784e-01
7.00281750e+00 2.82866967e-01 4.00414274e-01 2.00207137e-01
7.03464848e+00 2.80939229e-01 3.89666658e-01 1.94833329e-01
7.06647947e+00 2.79070140e-01 3.78865430e-01 1.89432715e-01
7.09831046e+00 2.77248348e-01 3.68032959e-01 1.84016479e-01
7.13014145e+00 2.75460790e-01 3.57190982e-01 1.78595491e-01
7.16197244e+00 2.73696510e-01 3.46360076e-01 1.73180038e-01
7.19380343e+00 2.71943168e-01 3.35563260e-01 1.67781630e-01
7.22563442e+00 2.70188467e-01 3.24819745e-01 1.62409872e-01
7.25746540e+00 2.68421313e-01 3.14152093e-01 1.57076046e-01
7.28929639e+00 2.66631221e-01 3.03583452e-01 1.51791726e-01
7.32112738e+00 2.64805934e-01 2.93133833e-01 1.46566917e-01
7.35295837e+00 2.62934963e-01 2.82827593e-01 1.41413797e-01
7.38478936e+00 2.61009461e-01 2.72688238e-01 1.36344119e-01
7.41662035e+00 2.59019572e-01 2.62740613e-01 1.31370306e-01
7.44845134e+00 2.56954426e-01 2.53009796e-01 1.26504898e-01
7.48028233e+00 2.54806695e-01 2.43523902e-01 1.21761951e-01
7.51211331e+00 2.52567406e-01 2.34311197e-01 1.17155598e-01
7.54394430e+00 2.50229988e-01 2.25404629e-01 1.12702315e-01
7.57577529e+00 2.47786035e-01 2.16834803e-01 1.08417401e-01
7.60760628e+00 2.45229294e-01 2.08636155e-01 1.04318077e-01
7.63943727e+00 2.42553255e-01 2.00845327e-01 1.00422664e-01
7.67126826e+00 2.39754444e-01 1.93500387e-01 9.67501935e-02
7.70309925e+00 2.36828311e-01 1.86639835e-01 9.33199175e-02
7.73493023e+00 2.33770559e-01 1.80302552e-01 9.01512758e-02
7.76676122e+00 2.30577902e-01 1.74526803e-01 8.72634014e-02
7.79859221e+00 2.27248824e-01 1.69348642e-01 8.46743211e-02
7.83042320e+00 2.23782567e-01 1.64801154e-01 8.24005768e-02
7.86225419e+00 2.20177678e-01 1.60910725e-01 8.04553624e-02
7.89408518e+00 2.16433777e-01 1.57697172e-01 7.88485858e-02
7.92591617e+00 2.12554212e-01 1.55171713e-01 7.75858565e-02
7.95774715e+00 2.08538922e-01 1.53333937e-01 7.66669684e-02
7.98957814e+00 2.04390876e-01 1.52173423e-01 7.60867115e-02
8.02140913e+00 2.00114813e-01 1.51667989e-01 7.58339944e-02
8.05324012e+00 1.95714024e-01 1.51783729e-01 7.58918644e-02
8.08507111e+00 1.91194261e-01 1.52479044e-01 7.62395218e-02
8.11690210e+00 1.86559819e-01 1.53703470e-01 7.68517348e-02
8.14873309e+00 1.81818597e-01 1.55401010e-01 7.77005048e-02
8.18056407e+00 1.76977704e-01 1.57512703e-01 7.87563517e-02
8.21239506e+00 1.72045063e-01 1.59978331e-01 7.99891653e-02
8.24422605e+00 1.67028743e-01 1.62737107e-01 8.13685536e-02
8.27605704e+00 1.61938210e-01 1.65731405e-01 8.28657024e-02
8.30788803e+00 1.56784136e-01 1.68903874e-01 8.44519370e-02
8.33971902e+00 1.51575475e-01 1.72202652e-01 8.61013261e-02
8.37155001e+00 1.46322677e-01 1.75579724e-01 8.77898620e-02
8.40338100e+00 1.41038861e-01 1.78988471e-01 8.94942354e-02
8.43521198e+00 1.35733549e-01 1.82389472e-01 9.11947359e-02
8.46704297e+00 1.30419175e-01 1.85745203e-01 9.28726017e-02
8.49887396e+00 1.25108896e-01 1.89021911e-01 9.45109555e-02
8.53070495e+00 1.19814003e-01 1.92190033e-01 9.60950166e-02
8.56253594e+00 1.14547039e-01 1.95223543e-01 9.76117713e-02
8.59436693e+00 1.09320957e-01 1.98098708e-01 9.90493542e-02
8.62619792e+00 1.04148452e-01 2.00794754e-01 1.00397377e-01
8.65802890e+00 9.90422671e-02 2.03294025e-01 1.01647013e-01
8.68985989e+00 9.40150033e-02 2.05581122e-01 1.02790561e-01
8.72169088e+00 8.90780675e-02 2.07644338e-01 1.03822169e-01
8.75352187e+00 8.42448560e-02 2.09471610e-01 1.04735805e-01
8.78535286e+00 7.95263815e-02 2.11055118e-01 1.05527559e-01
8.81718385e+00 7.49360253e-02 2.12386969e-01 1.06193485e-01
8.84901484e+00 7.04830442e-02 2.13463830e-01 1.06731915e-01
8.88084582e+00 6.61797471e-02 2.14281324e-01 1.07140662e-01
8.91267681e+00 6.20360608e-02 2.14838429e-01 1.07419214e-01
8.94450780e+00 5.80621583e-02 2.15135054e-01 1.07567527e-01
8.97633879e+00 5.42678969e-02 2.15172169e-01 1.07586084e-01
9.00816978e+00 5.06613013e-02 2.14953078e-01 1.07476539e-01
9.04000077e+00 4.72510913e-02 2.14481656e-01 1.07240828e-01
9.07183176e+00 4.40447230e-02 2.13762705e-01 1.06881353e-01
9.10366274e+00 4.10488311e-02 2.12802657e-01 1.06401328e-01
9.13549373e+00 3.82701765e-02 2.11608919e-01 1.05804460e-01
9.16732472e+00 3.57134984e-02 2.10189263e-01 1.05094631e-01
9.19915571e+00 3.33838517e-02 2.08552845e-01 1.04276423e-01
9.23098670e+00 3.12851540e-02 2.06709116e-01 1.03354558e-01
9.26281769e+00 2.94203120e-02 2.04668651e-01 1.02334326e-01
9.29464868e+00 2.77915370e-02 2.02441869e-01 1.01220934e-01
9.32647967e+00 2.64006427e-02 2.00040438e-01 1.00020219e-01
9.35831065e+00 2.52480903e-02 1.97475605e-01 9.87378026e-02
9.39014164e+00 2.43339746e-02 1.94759318e-01 9.73796591e-02
9.42197263e+00 2.36572150e-02 1.91903595e-01 9.59517975e-02
9.45380362e+00 2.32162130e-02 1.88920431e-01 9.44602157e-02
9.48563461e+00 2.30087823e-02 1.85821834e-01 9.29109170e-02
9.51746560e+00 2.30315233e-02 1.82619865e-01 9.13099323e-02
9.54929659e+00 2.32806702e-02 1.79325976e-01 8.96629881e-02
9.58112757e+00 2.37517619e-02 1.75951813e-01 8.79759066e-02
9.61295856e+00 2.44394655e-02 1.72508211e-01 8.62541055e-02
9.64478955e+00 2.53379582e-02 1.69005858e-01 8.45029289e-02
9.67662054e+00 2.64410067e-02 1.65455117e-01 8.27275584e-02
9.70845153e+00 2.77415181e-02 1.61865700e-01 8.09328500e-02
9.74028252e+00 2.92320143e-02 1.58246570e-01 7.91232849e-02
9.77211351e+00 3.09045021e-02 1.54606564e-01 7.73032821e-02
9.80394449e+00 3.27506913e-02 1.50953566e-01 7.54767831e-02
9.83577548e+00 3.47618369e-02 1.47295424e-01 7.36477122e-02
9.86760647e+00 3.69287135e-02 1.43639146e-01 7.18195729e-02
9.89943746e+00 3.92420580e-02 1.39991607e-01 6.99958037e-02
9.93126845e+00 4.16920130e-02 1.36359129e-01 6.81795643e-02
9.96309944e+00 4.42690373e-02 1.32748079e-01 6.63740395e-02
9.99493043e+00 4.69628315e-02 1.29164531e-01 6.45822656e-02
1.00267614e+01 4.97636521e-02 1.25614578e-01 6.28072891e-02
1.00585924e+01 5.26611174e-02 1.22105148e-01 6.10525741e-02
1.00904234e+01 5.56449153e-02 1.18642634e-01 5.93213168e-02
1.01222544e+01 5.87051633e-02 1.15235070e-01 5.76175350e-02
1.01540854e+01 6.18315657e-02 1.11890714e-01 5.59453569e-02
1.01859164e+01 6.50145004e-02 1.08619196e-01 5.43095978e-02
1.02177473e+01 6.82437741e-02 1.05431349e-01 5.27156747e-02
1.02495783e+01 7.15098858e-02 1.02339872e-01 5.11699362e-02
1.02814093e+01 7.48036166e-02 9.93589606e-02 4.96794803e-02
1.03132403e+01 7.81156780e-02 9.65051477e-02 4.82525738e-02
1.03450713e+01 8.14372491e-02 9.37966318e-02 4.68983159e-02
1.03769023e+01 8.47597364e-02 9.12542499e-02 4.56271249e-02
1.04087333e+01 8.80750077e-02 8.89006488e-02 4.44503244e-02
1.04405643e+01 9.13752531e-02 8.67603786e-02 4.33801893e-02
1.04723953e+01 9.46530671e-02 8.48593399e-02 4.24296699e-02
1.05042262e+01 9.79013600e-02 8.32242177e-02 4.16121089e-02
1.05360572e+01 1.01113459e-01 8.18812679e-02 4.09406340e-02
1.05678882e+01 1.04283280e-01 8.08555173e-02 4.04277586e-02
1.05997192e+01 1.07404946e-01 8.01693088e-02 4.00846544e-02
1.06315502e+01 1.10473282e-01 7.98408570e-02 3.99204285e-02
1.06633812e+01 1.13483233e-01 7.98831145e-02 3.99415572e-02
1.06952122e+01 1.16430509e-01 8.03029279e-02 4.01514639e-02
1.07270432e+01 1.19311097e-01 8.11003550e-02 4.05501775e-02
1.07588742e+01 1.22121328e-01 8.22688146e-02 4.11344073e-02
1.07907051e+01 1.24858302e-01 8.37948521e-02 4.18974261e-02
1.08225361e+01 1.27519163e-01 8.56598272e-02 4.28299136e-02
1.08543671e+01 1.30101470e-01 8.78402608e-02 4.39201304e-02
1.08861981e+01 1.32603542e-01 9.03094005e-02 4.51547003e-02
1.09180291e+01 1.35023805e-01 9.30381293e-02 4.65190646e-02
1.09498601e+01 1.37361035e-01 9.59961432e-02 4.79980716e-02
1.09816911e+01 1.39614421e-01 9.91527687e-02 4.95763843e-02
1.10135221e+01 1.41783149e-01 1.02477402e-01 5.12387008e-02
1.10453531e+01 1.43867730e-01 1.05941116e-01 5.29705579e-02
1.10771840e+01 1.45867654e-01 1.09515008e-01 5.47575039e-02
1.11090150e+01 1.47783330e-01 1.13171836e-01 5.65859180e-02
1.11408460e+01 1.49615182e-01 1.16886159e-01 5.84430796e-02
1.11726770e+01 1.51363893e-01 1.20633554e-01 6.03167769e-02
1.12045080e+01 1.53030984e-01 1.24391916e-01 6.21959579e-02
1.12363390e+01 1.54617392e-01 1.28139786e-01 6.40698932e-02
1.12681700e+01 1.56123822e-01 1.31857083e-01 6.59285417e-02
1.13000010e+01 1.57551722e-01 1.35525406e-01 6.77627029e-02
1.13318319e+01 1.58902513e-01 1.39127733e-01 6.95638664e-02
1.13636629e+01 1.60178353e-01 1.42648537e-01 7.13242687e-02
1.13954939e+01 1.61379739e-01 1.46072150e-01 7.30360752e-02
1.14273249e+01 1.62508681e-01 1.49385831e-01 7.46929154e-02
1.14591559e+01 1.63567417e-01 1.52577094e-01 7.62885470e-02
1.14909869e+01 1.64554659e-01 1.55632728e-01 7.78163638e-02
1.15228179e+01 1.65475675e-01 1.58544445e-01 7.92722226e-02
1.15546489e+01 1.66330651e-01 1.61302571e-01 8.06512854e-02
1.15864799e+01 1.67118887e-01 1.63896795e-01 8.19483975e-02
1.16183108e+01 1.67843498e-01 1.66321034e-01 8.31605172e-02
1.16501418e+01 1.68506056e-01 1.68568323e-01 8.42841614e-02
1.16819728e+01 1.69107040e-01 1.70632773e-01 8.53163863e-02
1.17138038e+01 1.69647087e-01 1.72508625e-01 8.62543125e-02
1.17456348e+01 1.70127156e-01 1.74192047e-01 8.70960234e-02
1.17774658e+01 1.70548333e-01 1.75679390e-01 8.78396951e-02
1.18092968e+01 1.70911584e-01 1.76968047e-01 8.84840236e-02
1.18411278e+01 1.71217151e-01 1.78055862e-01 8.90279312e-02
1.18729588e+01 1.71465273e-01 1.78941153e-01 8.94705765e-02
1.19047897e+01 1.71655052e-01 1.79622279e-01 8.98111394e-02
1.19366207e+01 1.71789326e-01 1.80100496e-01 9.00502478e-02
1.19684517e+01 1.71865905e-01 1.80375154e-01 9.01875770e-02
1.20002827e+01 1.71885717e-01 1.80447110e-01 9.02235548e-02
1.20321137e+01 1.71849574e-01 1.80318247e-01 9.01591235e-02
1.20639447e+01 1.71754762e-01 1.79988599e-01 8.99942995e-02
1.20957757e+01 1.71602879e-01 1.79461512e-01 8.97307562e-02
1.21276067e+01 1.71394115e-01 1.78739899e-01 8.93699496e-02
1.21594377e+01 1.71126063e-01 1.77824536e-01 8.89122678e-02
1.21912686e+01 1.70799903e-01 1.76719696e-01 8.83598478e-02
1.22230996e+01 1.70414557e-01 1.75428539e-01 8.77142697e-02
1.22549306e+01 1.69970256e-01 1.73954693e-01 8.69773466e-02
