# freq_THz abs_cross_spectrum auto_left auto_right
5.419921874999999112e+00 3.112784027799570989e-20 7.982419764800247697e-20 3.305997806442088549e-19
5.444335937499999112e+00 3.147712456864709451e-20 8.769533130434955553e-20 3.314727914220513724e-19
5.468749999999999112e+00 2.961719491510649503e-20 8.498225918926811337e-20 3.209607287636236080e-19
5.493164062499999112e+00 3.074175268730357304e-20 8.302278783118940255e-20 3.258560936265685405e-19
5.517578124999999112e+00 3.238086039719001607e-20 8.947336744684537711e-20 3.485706057475273132e-19
5.541992187499999112e+00 3.115082539918306091e-20 8.470997560246502900e-20 3.407752386994758548e-19
5.566406249999999112e+00 3.141992013113977032e-20 8.961546329767920394e-20 3.330903227792625648e-19
5.590820312499999112e+00 3.450470690220072581e-20 1.038669816149877926e-19 3.519690104044489320e-19
5.615234374999999112e+00 3.414635947957450929e-20 1.091103756761406325e-19 3.514408364700038364e-19
5.639648437499999112e+00 3.606780420296059743e-20 1.233710384137715620e-19 3.489490709838700917e-19
5.664062499999999112e+00 3.417671192080583612e-20 1.212214237189866501e-19 3.315915550877696802e-19
5.688476562499999112e+00 3.311107879487596008e-20 1.101495614875229503e-19 3.359382302045334448e-19
5.712890624999999112e+00 3.372732205540256137e-20 1.092830651794017230e-19 3.437674495140689662e-19
5.737304687499999112e+00 3.259324291622732358e-20 9.603062204378194764e-20 3.498320052884300396e-19
5.761718749999999112e+00 3.370197572269137192e-20 9.517905078352955113e-20 3.580027402031912566e-19
5.786132812499999112e+00 3.612706757106584354e-20 1.112300407203002849e-19 3.766168734027252609e-19
5.810546874999999112e+00 3.730127793429629269e-20 1.183877451860576647e-19 3.886214146852293726e-19
5.834960937499999112e+00 3.547781675739531689e-20 1.207966523980585815e-19 3.718531239333185340e-19
5.859374999999999112e+00 3.490637069013830662e-20 1.135147166586612743e-19 3.725792353669913823e-19
5.883789062499999112e+00 3.502716975302156383e-20 1.044944710693841255e-19 3.871301879852836853e-19
5.908203124999999112e+00 3.582602987055610764e-20 1.064434550970414752e-19 3.902864320660038585e-19
5.932617187499999112e+00 3.755420239873279410e-20 1.155561008741769498e-19 3.917160720952040898e-19
5.957031249999999112e+00 4.220782620831038339e-20 1.440938839378980062e-19 4.147248154038221904e-19
5.981445312499999112e+00 4.023873259404334776e-20 1.412852246826700761e-19 4.127653880891204365e-19
6.005859374999999112e+00 3.913578964663843204e-20 1.314139857815524181e-19 4.132626346002159234e-19
6.030273437499999112e+00 4.212821774264565440e-20 1.417900787692021342e-19 4.211506144494847882e-19
6.054687499999999112e+00 4.627394907433701084e-20 1.555710575758322571e-19 4.390351462962089125e-19
6.079101562499999112e+00 4.268208969333514399e-20 1.571536529184046529e-19 4.290171090410027644e-19
6.103515624999999112e+00 4.299006301786019874e-20 1.503975482681860918e-19 4.277457333699336059e-19
6.127929687499999112e+00 4.114953754729119350e-20 1.494190850868033218e-19 4.342463279931534427e-19
6.152343749999999112e+00 4.200117140714775713e-20 1.483474913983194127e-19 4.400272212682422066e-19
6.176757812499999112e+00 4.277735139508330464e-20 1.499404252676972217e-19 4.304496435693407031e-19
6.201171874999999112e+00 4.549782773185069491e-20 1.661486375128273951e-19 4.271221552702002734e-19
6.225585937499999112e+00 4.707461654840337775e-20 1.780495782410870182e-19 4.234262358353709715e-19
6.249999999999999112e+00 4.693103686675506427e-20 1.745043613538790122e-19 4.385777530485817613e-19
6.274414062499999112e+00 4.691086042588479265e-20 1.714526249061069236e-19 4.359357901888521982e-19
6.298828124999999112e+00 4.838829668687075303e-20 1.808414696170698241e-19 4.435532910636505917e-19
6.323242187499999112e+00 4.737452061126420287e-20 1.649596331635808901e-19 4.256975029986913094e-19
6.347656249999999112e+00 4.571071582875368915e-20 1.652778485686936989e-19 4.142089689097761424e-19
6.372070312499999112e+00 4.741709210662799782e-20 1.757382735512932254e-19 4.159625603789802575e-19
6.396484374999999112e+00 4.908661665636258845e-20 1.953135323405535198e-19 4.197133523624326071e-19
6.420898437499999112e+00 4.873964601279089236e-20 1.951625805634592647e-19 4.127992558848399155e-19
6.445312499999999112e+00 4.396898882028508793e-20 1.707599033615788519e-19 3.959828522438692738e-19
6.469726562499999112e+00 4.101009784772088196e-20 1.550318431222895735e-19 3.838021739313533474e-19
6.494140624999999112e+00 4.121206465782153820e-20 1.522906140110152764e-19 3.844427842154047594e-19
6.518554687499999112e+00 4.382397729213877459e-20 1.792846549820699048e-19 3.668048208915648439e-19
6.542968749999999112e+00 4.376820007853941493e-20 1.907048528433862228e-19 3.493009947703354960e-19
6.567382812499999112e+00 4.125052427074545984e-20 1.701891530348915894e-19 3.459053241495692667e-19
6.591796874999999112e+00 4.261309791596205364e-20 1.635808104312894985e-19 3.377127660738339726e-19
6.616210937499999112e+00 4.147355632222168127e-20 1.709965453698292183e-19 3.339806051313902351e-19
6.640624999999999112e+00 4.262132839281946271e-20 1.863969681656790542e-19 3.453122215969569345e-19
6.665039062499999112e+00 4.537375141401493451e-20 1.925536132321392318e-19 3.506897211871613578e-19
6.689453124999999112e+00 4.542984628200688517e-20 1.991645004533691711e-19 3.510609470430157185e-19
6.713867187499999112e+00 4.555790129950169770e-20 1.952517563083578399e-19 3.419215516916402312e-19
6.738281249999999112e+00 4.458890497329480390e-20 2.099759102705516875e-19 3.455215075664821612e-19
6.762695312499999112e+00 4.513306296686248057e-20 2.108240813010804036e-19 3.503279070318819407e-19
6.787109374999999112e+00 4.110096447640756813e-20 1.791392234283577665e-19 3.470513169543212040e-19
6.811523437499999112e+00 4.269280664427997276e-20 1.736283597317676479e-19 3.479970701531491773e-19
6.835937499999999112e+00 4.709653802545301624e-20 2.116286310971049329e-19 3.690855604650140258e-19
6.860351562499999112e+00 4.911507455898613268e-20 2.276564127356084252e-19 3.722972306983723994e-19
6.884765624999999112e+00 4.786669488602063892e-20 2.362763120822757666e-19 3.758838950888615887e-19
6.909179687499999112e+00 5.573800828932940475e-20 2.548288479758812245e-19 3.992159650589493071e-19
6.933593749999999112e+00 5.197150873712024238e-20 2.304398286766885802e-19 3.942873613392254499e-19
6.958007812499999112e+00 5.007310135125240719e-20 2.224846078660252682e-19 3.986465517926573084e-19
6.982421874999999112e+00 5.319307753694595720e-20 2.420924221977753268e-19 4.050761661365034909e-19
7.006835937499999112e+00 5.369090871671688612e-20 2.413803533419728865e-19 3.953081862697945554e-19
