# freq_w_over_2pi_THz  G_paper_avg_MW_m^-2_K^-1_THz^-1  G_paper_stderr_MW_m^-2_K^-1_THz^-1
# Averaged over 4 jobs
4.5072679884e+00 1.7120217841e+02 1.9789620297e+00
4.5200003838e+00 1.7051727987e+02 1.8159108360e+00
4.5327327793e+00 1.6979097297e+02 1.6602033092e+00
4.5454651747e+00 1.6902034911e+02 1.5132598137e+00
4.5581975702e+00 1.6820611204e+02 1.3766653618e+00
4.5709299656e+00 1.6734692116e+02 1.2515977100e+00
4.5836623610e+00 1.6644367429e+02 1.1389356794e+00
4.5963947565e+00 1.6549715721e+02 1.0404473058e+00
4.6091271519e+00 1.6450768102e+02 9.5670664406e-01
4.6218595474e+00 1.6347760226e+02 8.8953839236e-01
4.6345919428e+00 1.6240794330e+02 8.3984571664e-01
4.6473243383e+00 1.6130159190e+02 8.0847006760e-01
4.6600567337e+00 1.6016048066e+02 7.9496911940e-01
4.6727891292e+00 1.5898840254e+02 7.9876397872e-01
4.6855215246e+00 1.5778776493e+02 8.1821537049e-01
4.6982539201e+00 1.5656401599e+02 8.5169642154e-01
4.7109863155e+00 1.5531921898e+02 8.9733122266e-01
4.7237187110e+00 1.5405924955e+02 9.5267714610e-01
4.7364511064e+00 1.5278666040e+02 1.0162629598e+00
4.7491835019e+00 1.5150764486e+02 1.0860794719e+00
4.7619158973e+00 1.5022644323e+02 1.1607328102e+00
4.7746482928e+00 1.4894765924e+02 1.2385622346e+00
4.7873806882e+00 1.4767601988e+02 1.3180898088e+00
4.8001130837e+00 1.4641615976e+02 1.3979706324e+00
4.8128454791e+00 1.4517281335e+02 1.4767426793e+00
4.8255778745e+00 1.4395026623e+02 1.5531384764e+00
4.8383102700e+00 1.4275289226e+02 1.6258467190e+00
4.8510426654e+00 1.4158435860e+02 1.6938444754e+00
4.8637750609e+00 1.4044851587e+02 1.7560317728e+00
4.8765074563e+00 1.3934849288e+02 1.8117111947e+00
4.8892398518e+00 1.3828731736e+02 1.8605149521e+00
4.9019722472e+00 1.3726732347e+02 1.9021823229e+00
4.9147046427e+00 1.3629052584e+02 1.9370305810e+00
4.9274370381e+00 1.3535848246e+02 1.9658521452e+00
4.9401694336e+00 1.3447218642e+02 1.9899289287e+00
4.9529018290e+00 1.3363212163e+02 2.0112028210e+00
4.9656342245e+00 1.3283828417e+02 2.0322915590e+00
4.9783666199e+00 1.3209012670e+02 2.0564363988e+00
4.9910990154e+00 1.3138656473e+02 2.0874720840e+00
5.0038314108e+00 1.3072610384e+02 2.1296178830e+00
5.0165638063e+00 1.3010658692e+02 2.1871741472e+00
5.0292962017e+00 1.2952550578e+02 2.2640432807e+00
5.0420285972e+00 1.2897999004e+02 2.3636607840e+00
5.0547609926e+00 1.2846658163e+02 2.4881511064e+00
5.0674933880e+00 1.2798159471e+02 2.6387060209e+00
5.0802257835e+00 1.2752083011e+02 2.8151179674e+00
5.0929581789e+00 1.2708031623e+02 3.0162135343e+00
5.1056905744e+00 1.2665526212e+02 3.2399353634e+00
5.1184229698e+00 1.2624101468e+02 3.4837510194e+00
5.1311553653e+00 1.2583275373e+02 3.7446187663e+00
5.1438877607e+00 1.2542562637e+02 4.0192846525e+00
5.1566201562e+00 1.2501474476e+02 4.3045172844e+00
5.1693525516e+00 1.2459528977e+02 4.5970545479e+00
5.1820849471e+00 1.2416258303e+02 4.8934546275e+00
5.1948173425e+00 1.2371204501e+02 5.1905843766e+00
5.2075497380e+00 1.2323943816e+02 5.4853622528e+00
5.2202821334e+00 1.2274069620e+02 5.7747641152e+00
5.2330145289e+00 1.2221212988e+02 6.0557979946e+00
5.2457469243e+00 1.2165041983e+02 6.3258770143e+00
5.2584793198e+00 1.2105255684e+02 6.5823378689e+00
5.2712117152e+00 1.2041607594e+02 6.8227617738e+00
5.2839441107e+00 1.1973898581e+02 7.0450671643e+00
5.2966765061e+00 1.1901974213e+02 7.2471102870e+00
5.3094089015e+00 1.1825720369e+02 7.4271755269e+00
5.3221412970e+00 1.1745091214e+02 7.5837397088e+00
5.3348736924e+00 1.1660105564e+02 7.7155042404e+00
5.3476060879e+00 1.1570809194e+02 7.8214244049e+00
5.3603384833e+00 1.1477295576e+02 7.9006670780e+00
5.3730708788e+00 1.1379746654e+02 7.9527131988e+00
5.3858032742e+00 1.1278367876e+02 7.9774032387e+00
5.3985356697e+00 1.1173408966e+02 7.9747008572e+00
5.4112680651e+00 1.1065177317e+02 7.9449364274e+00
5.4240004606e+00 1.0954017672e+02 7.8886837849e+00
5.4367328560e+00 1.0840294965e+02 7.8068191386e+00
5.4494652515e+00 1.0724445550e+02 7.7004905240e+00
5.4621976469e+00 1.0606909103e+02 7.5710433366e+00
5.4749300424e+00 1.0488158991e+02 7.4201840892e+00
5.4876624378e+00 1.0368668432e+02 7.2498015146e+00
5.5003948333e+00 1.0248958299e+02 7.0620518425e+00
5.5131272287e+00 1.0129538972e+02 6.8593208958e+00
5.5258596242e+00 1.0010923966e+02 6.6443024687e+00
5.5385920196e+00 9.8936404860e+01 6.4197784497e+00
5.5513244150e+00 9.7781914523e+01 6.1888760012e+00
5.5640568105e+00 9.6650764914e+01 5.9547804601e+00
5.5767892059e+00 9.5547881280e+01 5.7209658212e+00
5.5895216014e+00 9.4477777196e+01 5.4910517739e+00
5.6022539968e+00 9.3445001367e+01 5.2686192383e+00
5.6149863923e+00 9.2453555505e+01 5.0573986136e+00
5.6277187877e+00 9.1507201510e+01 4.8609278742e+00
5.6404511832e+00 9.0609461561e+01 4.6826675136e+00
5.6531835786e+00 8.9763380012e+01 4.5255745617e+00
5.6659159741e+00 8.8971420839e+01 4.3921528385e+00
5.6786483695e+00 8.8235945384e+01 4.2840845025e+00
5.6913807650e+00 8.7558701031e+01 4.2021587644e+00
