# freq_w_over_2pi_THz  cumulative_G_native_eV_ps^-1_A^-2_K^-1
8.5179725543e+00 5.0133722601e-05
8.5307049497e+00 5.0214032673e-05
8.5434373452e+00 5.0294102199e-05
8.5561697406e+00 5.0373914497e-05
8.5689021361e+00 5.0453450557e-05
8.5816345315e+00 5.0532689130e-05
8.5943669270e+00 5.0611606864e-05
8.6070993224e+00 5.0690178455e-05
8.6198317179e+00 5.0768376846e-05
8.6325641133e+00 5.0846173436e-05
8.6452965088e+00 5.0923538333e-05
8.6580289042e+00 5.1000440616e-05
8.6707612996e+00 5.1076848622e-05
8.6834936951e+00 5.1152730255e-05
8.6962260905e+00 5.1228053298e-05
8.7089584860e+00 5.1302785741e-05
8.7216908814e+00 5.1376896110e-05
8.7344232769e+00 5.1450353807e-05
8.7471556723e+00 5.1523129434e-05
