# freq_w_over_2pi_THz  cumulative_G_paper_MW_m^-2_K^-1
6.6845076099e+00 6.1005395482e+02
6.6972400053e+00 6.1152955623e+02
6.7099724008e+00 6.1300907693e+02
6.7227047962e+00 6.1449185088e+02
6.7354371916e+00 6.1597718952e+02
6.7481695871e+00 6.1746438587e+02
6.7609019825e+00 6.1895271863e+02
6.7736343780e+00 6.2044145662e+02
6.7863667734e+00 6.2192986316e+02
6.7990991689e+00 6.2341720074e+02
6.8118315643e+00 6.2490273554e+02
6.8245639598e+00 6.2638574202e+02
6.8372963552e+00 6.2786550748e+02
6.8500287507e+00 6.2934133653e+02
6.8627611461e+00 6.3081255538e+02
6.8754935416e+00 6.3227851599e+02
6.8882259370e+00 6.3373860006e+02
6.9009583325e+00 6.3519222269e+02
6.9136907279e+00 6.3663883584e+02
6.9264231234e+00 6.3807793141e+02
6.9391555188e+00 6.3950904414e+02
6.9518879143e+00 6.4093175400e+02
6.9646203097e+00 6.4234568829e+02
6.9773527051e+00 6.4375052339e+02
6.9900851006e+00 6.4514598606e+02
7.0028174960e+00 6.4653185436e+02
7.0155498915e+00 6.4790795823e+02
7.0282822869e+00 6.4927417963e+02
7.0410146824e+00 6.5063045229e+02
7.0537470778e+00 6.5197676110e+02
7.0664794733e+00 6.5331314116e+02
7.0792118687e+00 6.5463967649e+02
7.0919442642e+00 6.5595649842e+02
7.1046766596e+00 6.5726378364e+02
7.1174090551e+00 6.5856175202e+02
7.1301414505e+00 6.5985066424e+02
7.1428738460e+00 6.6113081915e+02
7.1556062414e+00 6.6240255096e+02
7.1683386369e+00 6.6366622633e+02
7.1810710323e+00 6.6492224132e+02
7.1938034278e+00 6.6617101828e+02
7.2065358232e+00 6.6741300270e+02
7.2192682186e+00 6.6864866003e+02
7.2320006141e+00 6.6987847259e+02
7.2447330095e+00 6.7110293646e+02
7.2574654050e+00 6.7232255844e+02
7.2701978004e+00 6.7353785322e+02
7.2829301959e+00 6.7474934057e+02
7.2956625913e+00 6.7595754264e+02
7.3083949868e+00 6.7716298155e+02
7.3211273822e+00 6.7836617706e+02
7.3338597777e+00 6.7956764444e+02
7.3465921731e+00 6.8076789259e+02
7.3593245686e+00 6.8196742225e+02
7.3720569640e+00 6.8316672444e+02
7.3847893595e+00 6.8436627908e+02
7.3975217549e+00 6.8556655382e+02
7.4102541504e+00 6.8676800304e+02
7.4229865458e+00 6.8797106695e+02
7.4357189413e+00 6.8917617090e+02
7.4484513367e+00 6.9038372474e+02
7.4611837321e+00 6.9159412241e+02
7.4739161276e+00 6.9280774151e+02
7.4866485230e+00 6.9402494297e+02
7.4993809185e+00 6.9524607085e+02
7.5121133139e+00 6.9647145207e+02
7.5248457094e+00 6.9770139623e+02
7.5375781048e+00 6.9893619545e+02
7.5503105003e+00 7.0017612407e+02
7.5630428957e+00 7.0142143855e+02
7.5757752912e+00 7.0267237707e+02
7.5885076866e+00 7.0392915924e+02
7.6012400821e+00 7.0519198581e+02
7.6139724775e+00 7.0646103815e+02
7.6267048730e+00 7.0773647772e+02
7.6394372684e+00 7.0901844557e+02
7.6521696639e+00 7.1030706176e+02
7.6649020593e+00 7.1160242464e+02
7.6776344548e+00 7.1290461022e+02
7.6903668502e+00 7.1421367138e+02
7.7030992456e+00 7.1552963721e+02
7.7158316411e+00 7.1685251230e+02
7.7285640365e+00 7.1818227602e+02
7.7412964320e+00 7.1951888189e+02
7.7540288274e+00 7.2086225704e+02
7.7667612229e+00 7.2221230176e+02
7.7794936183e+00 7.2356888910e+02
7.7922260138e+00 7.2493186465e+02
7.8049584092e+00 7.2630104651e+02
7.8176908047e+00 7.2767622539e+02
7.8304232001e+00 7.2905716493e+02
7.8431555956e+00 7.3044360223e+02
7.8558879910e+00 7.3183524864e+02
7.8686203865e+00 7.3323179064e+02
7.8813527819e+00 7.3463289117e+02
7.8940851774e+00 7.3603819108e+02
7.9068175728e+00 7.3744731084e+02
7.9195499683e+00 7.3885985252e+02
7.9322823637e+00 7.4027540193e+02
7.9450147591e+00 7.4169353109e+02
7.9577471546e+00 7.4311380079e+02
7.9704795500e+00 7.4453576340e+02
7.9832119455e+00 7.4595896580e+02
7.9959443409e+00 7.4738295247e+02
8.0086767364e+00 7.4880726864e+02
8.0214091318e+00 7.5023146347e+02
8.0341415273e+00 7.5165509335e+02
8.0468739227e+00 7.5307772505e+02
8.0596063182e+00 7.5449893894e+02
8.0723387136e+00 7.5591833202e+02
8.0850711091e+00 7.5733552084e+02
8.0978035045e+00 7.5875014424e+02
8.1105359000e+00 7.6016186585e+02
8.1232682954e+00 7.6157037632e+02
8.1360006909e+00 7.6297539531e+02
8.1487330863e+00 7.6437667310e+02
8.1614654818e+00 7.6577399184e+02
8.1741978772e+00 7.6716716647e+02
8.1869302726e+00 7.6855604510e+02
8.1996626681e+00 7.6994050918e+02
8.2123950635e+00 7.7132047304e+02
8.2251274590e+00 7.7269588314e+02
8.2378598544e+00 7.7406671687e+02
8.2505922499e+00 7.7543298084e+02
8.2633246453e+00 7.7679470884e+02
8.2760570408e+00 7.7815195934e+02
8.2887894362e+00 7.7950481275e+02
8.3015218317e+00 7.8085336823e+02
8.3142542271e+00 7.8219774030e+02
8.3269866226e+00 7.8353805514e+02
8.3397190180e+00 7.8487444673e+02
8.3524514135e+00 7.8620705275e+02
8.3651838089e+00 7.8753601049e+02
8.3779162044e+00 7.8886145264e+02
8.3906485998e+00 7.9018350316e+02
8.4033809953e+00 7.9150227306e+02
8.4161133907e+00 7.9281785651e+02
8.4288457861e+00 7.9413032699e+02
8.4415781816e+00 7.9543973373e+02
8.4543105770e+00 7.9674609848e+02
8.4670429725e+00 7.9804941247e+02
8.4797753679e+00 7.9934963396e+02
8.4925077634e+00 8.0064668605e+02
8.5052401588e+00 8.0194045504e+02
8.5179725543e+00 8.0323078927e+02
8.5307049497e+00 8.0451749848e+02
8.5434373452e+00 8.0580035371e+02
8.5561697406e+00 8.0707908771e+02
8.5689021361e+00 8.0835339586e+02
8.5816345315e+00 8.0962293778e+02
