# freq_w_over_2pi_THz  cumulative_G_native_eV_ps^-1_A^-2_K^-1
6.5953808417e+00 2.8377159303e-05
6.6081132372e+00 2.8546066672e-05
6.6208456326e+00 2.8715497057e-05
6.6335780281e+00 2.8885479039e-05
6.6463104235e+00 2.9056043127e-05
6.6590428190e+00 2.9227221708e-05
6.6717752144e+00 2.9399048957e-05
6.6845076099e+00 2.9571560750e-05
6.6972400053e+00 2.9744794579e-05
6.7099724008e+00 2.9918789434e-05
6.7227047962e+00 3.0093585647e-05
6.7354371916e+00 3.0269224750e-05
6.7481695871e+00 3.0445749293e-05
6.7609019825e+00 3.0623202659e-05
6.7736343780e+00 3.0801628848e-05
6.7863667734e+00 3.0981072300e-05
6.7990991689e+00 3.1161577626e-05
6.8118315643e+00 3.1343189368e-05
6.8245639598e+00 3.1525951776e-05
6.8372963552e+00 3.1709908531e-05
6.8500287507e+00 3.1895102485e-05
6.8627611461e+00 3.2081575398e-05
6.8754935416e+00 3.2269367669e-05
6.8882259370e+00 3.2458518085e-05
6.9009583325e+00 3.2649063567e-05
6.9136907279e+00 3.2841038907e-05
6.9264231234e+00 3.3034476533e-05
6.9391555188e+00 3.3229406280e-05
6.9518879143e+00 3.3425855204e-05
6.9646203097e+00 3.3623847377e-05
6.9773527051e+00 3.3823403706e-05
6.9900851006e+00 3.4024541796e-05
7.0028174960e+00 3.4227275836e-05
7.0155498915e+00 3.4431616488e-05
7.0282822869e+00 3.4637570840e-05
7.0410146824e+00 3.4845142366e-05
7.0537470778e+00 3.5054330882e-05
7.0664794733e+00 3.5265132612e-05
7.0792118687e+00 3.5477540233e-05
7.0919442642e+00 3.5691542938e-05
7.1046766596e+00 3.5907126574e-05
7.1174090551e+00 3.6124273781e-05
7.1301414505e+00 3.6342964153e-05
7.1428738460e+00 3.6563174443e-05
7.1556062414e+00 3.6784878784e-05
7.1683386369e+00 3.7008048950e-05
7.1810710323e+00 3.7232654625e-05
7.1938034278e+00 3.7458663666e-05
7.2065358232e+00 3.7686042422e-05
7.2192682186e+00 3.7914756054e-05
7.2320006141e+00 3.8144768851e-05
7.2447330095e+00 3.8376044567e-05
7.2574654050e+00 3.8608546768e-05
7.2701978004e+00 3.8842239153e-05
7.2829301959e+00 3.9077085902e-05
7.2956625913e+00 3.9313052010e-05
7.3083949868e+00 3.9550103587e-05
7.3211273822e+00 3.9788208189e-05
7.3338597777e+00 4.0027335102e-05
7.3465921731e+00 4.0267455624e-05
7.3593245686e+00 4.0508543338e-05
7.3720569640e+00 4.0750574349e-05
7.3847893595e+00 4.0993527493e-05
7.3975217549e+00 4.1237384538e-05
7.4102541504e+00 4.1482130369e-05
7.4229865458e+00 4.1727753117e-05
7.4357189413e+00 4.1974244254e-05
7.4484513367e+00 4.2221598705e-05
7.4611837321e+00 4.2469814914e-05
7.4739161276e+00 4.2718894870e-05
7.4866485230e+00 4.2968844127e-05
7.4993809185e+00 4.3219671779e-05
7.5121133139e+00 4.3471390415e-05
7.5248457094e+00 4.3724016042e-05
7.5375781048e+00 4.3977568028e-05
