     #Energy           s           p           d       tot  
    -3.11975     0.07433     5.32250     0.00000     5.39683
    -3.04175     0.07946     9.03920     0.00000     9.11866
    -2.96275     0.09459     7.19330     0.00000     7.28789
    -2.88475     0.20042     6.41830     0.00000     6.61872
    -2.80675     0.21584     7.74510     0.00000     7.96094
    -2.72775     0.06967     6.13190     0.00000     6.20157
    -2.64975     0.01196     5.34200     0.00000     5.35396
    -2.57075     0.01112     4.26650     0.00000     4.27762
    -2.49275     0.03626     3.50815     0.00000     3.54441
    -2.41375     0.04303     3.71860     0.00000     3.76163
    -2.33575     0.02866     5.48180     0.00000     5.51046
    -2.25775     0.07916     5.46713     0.00000     5.54629
    -2.17875     0.06288     6.21620     0.00000     6.27908
    -2.10075     0.01298     2.58737     0.00000     2.60035
    -2.02175     0.01153     1.80895     0.00000     1.82048
    -1.94375     0.00609     2.69697     0.00000     2.70306
    -1.86475     0.01728     3.82499     0.00000     3.84227
    -1.78675     0.00527     2.32604     0.00000     2.33131
    -1.70875     0.00006     1.05170     0.00000     1.05176
    -1.62975     0.00001     1.68483     0.00000     1.68484
    -1.55175     0.00008     1.83405     0.00000     1.83414
    -1.47275     0.00002     0.50796     0.00000     0.50798
    -1.39475     0.00002     1.59446     0.00000     1.59448
    -1.31575     0.00001     0.73515     0.00000     0.73516
    -1.23775     0.00000     0.00771     0.00000     0.00771
    -1.15975     0.00000     0.00000     0.00000     0.00000
    -1.08075     0.00000     0.00000     0.00000     0.00000
    -1.00275     0.00000     0.00000     0.00000     0.00000
    -0.92375     0.00000     0.00000     0.00000     0.00000
    -0.84575     0.00000     0.00000     0.00000     0.00000
    -0.76675     0.00000     0.00000     0.00000     0.00000
    -0.68875     0.00000     0.00000     0.00000     0.00000
    -0.60975     0.00000     0.00000     0.00000     0.00000
    -0.53175     0.00003     0.00006     0.00000     0.00009
    -0.45375     0.00842     0.01989     0.00000     0.02832
    -0.37475     0.05011     0.12044     0.00000     0.17055
    -0.29675     0.10499     0.33996     0.00000     0.44495
    -0.21775     0.11422     0.38340     0.00000     0.49763
    -0.13975     0.03911     0.19767     0.00000     0.23678
    -0.06075     0.13218     0.74109     0.00000     0.87327
     0.01725     0.37977     2.37056     0.00000     2.75033
     0.09525     0.36110     2.32898     0.00000     2.69007
     0.17425     0.20754     1.34010     0.00000     1.54764
     0.25225     0.01115     0.07245     0.00000     0.08360
     0.33125     0.00001     0.00006     0.00000     0.00007
     0.40925     0.00000     0.00000     0.00000     0.00000
     0.48825     0.00000     0.00000     0.00000     0.00000
     0.56625     0.00000     0.00000     0.00000     0.00000
     0.64425     0.00000     0.00000     0.00000     0.00000
     0.72325     0.00000     0.00000     0.00000     0.00000
     0.80125     0.00000     0.00000     0.00000     0.00000
     0.88025     0.00000     0.00000     0.00000     0.00000
     0.95825     0.00012     0.00004     0.00000     0.00016
     1.03725     0.02999     0.01058     0.00000     0.04057
     1.11525     0.14054     0.04959     0.00000     0.19014
     1.19325     0.02182     0.00771     0.00000     0.02953
     1.27225     0.03920     0.01998     0.00000     0.05918
     1.35025     0.36331     0.18859     0.00000     0.55189
     1.42925     0.13093     0.07509     0.00000     0.20603
     1.50725     0.28895     0.23704     0.00000     0.52599
     1.58625     0.31580     0.23813     0.00000     0.55392
     1.66425     0.06726     0.04580     0.00000     0.11306
     1.74225     0.40150     0.28055     0.00000     0.68205
     1.82125     0.16857     0.12604     0.00000     0.29460
     1.89925     0.22595     0.16752     0.00000     0.39348
     1.97825     0.27967     0.16596     0.00000     0.44563
     2.05625     0.01656     0.00748     0.00000     0.02404
     2.13525     0.07695     0.14723     0.00000     0.22418
     2.21325     0.70612     1.33455     0.00000     2.04067
     2.29125     0.30644     0.71148     0.00000     1.01793
     2.37025     0.30045     0.54048     0.00000     0.84093
     2.44825     0.53818     1.20792     0.00000     1.74610
     2.52725     0.39004     0.95924     0.00000     1.34928
     2.60525     0.48108     0.58382     0.00000     1.06490
     2.68425     0.60644     0.95571     0.00000     1.56215
     2.76225     0.23597     0.52081     0.00000     0.75678
     2.84125     0.24398     0.48997     0.00000     0.73395
     2.91925     0.59961     1.21695     0.00000     1.81656
     2.99725     0.61767     1.10598     0.00000     1.72365
     3.07625     0.38754     0.53758     0.00000     0.92512
     3.15425     0.41988     0.68343     0.00000     1.10332
     3.23325     0.54177     0.97525     0.00000     1.51702
     3.31125     0.35430     0.93981     0.00000     1.29411
     3.39025     0.50189     0.96538     0.00000     1.46727
     3.46825     0.71442     1.32837     0.00000     2.04279
     3.54625     0.47284     1.02842     0.00000     1.50126
     3.62525     0.44330     0.67865     0.00000     1.12195
     3.70325     0.52377     0.44981     0.00000     0.97358
     3.78225     1.14871     1.33525     0.00000     2.48396
     3.86025     0.81727     1.20728     0.00000     2.02455
     3.93925     0.74286     1.05052     0.00000     1.79338
     4.01725     0.73271     1.44897     0.00000     2.18168
     4.09525     0.61336     1.29951     0.00000     1.91287
     4.17425     0.41245     1.00159     0.00000     1.41404
