     #Energy           s           p           d       tot  
    -1.38308     0.14770    10.45459     0.00000    10.60229
    -1.28008     0.12512    10.40807     0.00000    10.53319
    -1.17608     0.11145    11.96150     0.00000    12.07295
    -1.07308     0.05130     8.61585     0.00000     8.66715
    -0.97008     0.07761    15.13041     0.00000    15.20802
    -0.86608     0.03214     7.05983     0.00000     7.09196
    -0.76308     0.03044     3.80947     0.00000     3.83992
    -0.65908     0.07083    10.95078     0.00000    11.02161
    -0.55608     0.08476     9.05783     0.00000     9.14260
    -0.45208     0.18883     7.18969     0.00000     7.37852
    -0.34908     0.14096     9.64193     0.00000     9.78289
    -0.24508     0.06690     7.83511     0.00000     7.90202
    -0.14208     0.06027    10.58674     0.00000    10.64701
    -0.03808     0.10588    11.27098     0.00000    11.37686
     0.06492     0.07961    13.21365     0.00000    13.29326
     0.16892     0.01722     3.33539     0.00000     3.35261
     0.27192     0.00646     7.07745     0.00000     7.08391
     0.37592     0.00195     3.48465     0.00000     3.48661
     0.47892     0.00004     0.65536     0.00000     0.65540
     0.58192     0.00011     0.00211     0.00000     0.00223
     0.68592     0.04182     0.54392     0.00000     0.58574
     0.78892     0.05519     0.71870     0.00000     0.77389
     0.89292     0.00035     0.00450     0.00000     0.00485
     0.99592     0.00000     0.00000     0.00000     0.00000
     1.09992     0.00000     0.00000     0.00000     0.00000
     1.20292     0.00117     0.00113     0.00000     0.00230
     1.30692     0.19099     0.18491     0.00000     0.37590
     1.40992     0.13043     0.12628     0.00000     0.25671
     1.51392     0.00025     0.00024     0.00000     0.00049
     1.61692     0.00000     0.00000     0.00000     0.00000
     1.72092     0.00000     0.00000     0.00000     0.00000
     1.82392     0.00000     0.00000     0.00000     0.00000
     1.92692     0.00000     0.00000     0.00000     0.00000
     2.03092     0.00000     0.00000     0.00000     0.00000
     2.13392     0.00200     0.00225     0.00000     0.00425
     2.23792     0.16093     0.18094     0.00000     0.34186
     2.34092     0.06745     0.07600     0.00000     0.14345
     2.44492     0.12968     0.21577     0.00000     0.34545
     2.54792     0.39795     0.79654     0.00000     1.19449
     2.65192     0.60902     1.37862     0.00000     1.98765
     2.75492     0.24641     0.40370     0.00000     0.65011
     2.85892     0.05323     0.08085     0.00000     0.13409
     2.96192     0.00116     0.00242     0.00000     0.00358
     3.06592     0.25173     0.53088     0.00000     0.78262
     3.16892     0.21210     0.44736     0.00000     0.65946
     3.27292     0.18561     0.39865     0.00000     0.58426
     3.37592     0.42843     0.78311     0.00000     1.21154
     3.47892     0.48243     1.04159     0.00000     1.52402
     3.58292     0.46391     0.98947     0.00000     1.45338
     3.68592     0.23582     0.52204     0.00000     0.75785
     3.78992     0.35930     0.80599     0.00000     1.16529
     3.89292     0.13042     0.33156     0.00000     0.46198
     3.99692     0.28860     0.72773     0.00000     1.01633
     4.09992     0.44896     1.14053     0.00000     1.58948
     4.20392     0.69229     2.09375     0.00000     2.78605
     4.30692     0.37003     1.31965     0.00000     1.68969
     4.41092     0.41830     1.26373     0.00000     1.68203
     4.51392     0.35460     1.11606     0.00000     1.47066
     4.61792     0.32431     1.05890     0.00000     1.38321
     4.72092     0.53966     2.17836     0.00000     2.71802
     4.82392     0.66857     2.58005     0.00000     3.24862
     4.92792     0.19742     0.73905     0.00000     0.93647
     5.03092     0.44053     1.75964     0.00000     2.20017
     5.13492     0.67785     2.75319     0.00000     3.43104
     5.23792     0.70210     2.76026     0.00000     3.46236
     5.34192     0.51693     2.10432     0.00000     2.62125
     5.44492     0.12607     0.34624     0.00000     0.47230
     5.54892     0.39693     2.25719     0.00000     2.65412
     5.65192     0.89746     4.22424     0.00000     5.12170
     5.75592     0.33856     1.62306     0.00000     1.96162
     5.85892     0.40903     1.90143     0.00000     2.31046
     5.96292     0.36618     1.67746     0.00000     2.04364
     6.06592     0.44191     1.99465     0.00000     2.43656
     6.16992     0.26623     1.14568     0.00000     1.41191
     6.27292     0.33876     1.89467     0.00000     2.23343
     6.37592     0.65155     3.75800     0.00000     4.40955
     6.47992     0.30166     1.68071     0.00000     1.98237
     6.58292     0.28436     1.73101     0.00000     2.01537
     6.68692     0.13239     1.10939     0.00000     1.24178
     6.78992     0.37464     1.98343     0.00000     2.35807
     6.89392     0.31819     2.18435     0.00000     2.50254
     6.99692     0.13070     0.81190     0.00000     0.94260
     7.10092     0.26523     1.37577     0.00000     1.64100
     7.20392     0.45688     2.88959     0.00000     3.34647
     7.30792     0.18542     1.23799     0.00000     1.42341
     7.41092     0.32421     1.61745     0.00000     1.94166
     7.51492     0.30869     2.15778     0.00000     2.46647
     7.61792     0.27426     2.49719     0.00000     2.77145
     7.72092     0.27071     1.86153     0.00000     2.13224
     7.82492     0.19516     1.55420     0.00000     1.74936
     7.92792     0.17580     1.69165     0.00000     1.86745
     8.03192     0.14023     1.45546     0.00000     1.59568
     8.13492     0.08300     0.88516     0.00000     0.96816
     8.23892     0.03413     0.37720     0.00000     0.41133
     8.34192     0.04349     0.46649     0.00000     0.50998
     8.44592     0.09035     0.93841     0.00000     1.02876
     8.54892     0.00243     0.02467     0.00000     0.02709
     8.65292     0.00000     0.00000     0.00000     0.00000
     8.75592     0.00000     0.00000     0.00000     0.00000
     8.85992     0.00000     0.00000     0.00000     0.00000
     8.96292     0.00000     0.00000     0.00000     0.00000
     9.06692     0.00000     0.00000     0.00000     0.00000
     9.16992     0.00000     0.00000     0.00000     0.00000
     9.27292     0.00000     0.00000     0.00000     0.00000
     9.37692     0.00000     0.00000     0.00000     0.00000
     9.47992     0.00000     0.00000     0.00000     0.00000
     9.58392     0.00000     0.00000     0.00000     0.00000
     9.68692     0.00000     0.00000     0.00000     0.00000
     9.79092     0.00000     0.00000     0.00000     0.00000
