     #Energy           s           p           d       tot  
     8.65292    30.19659    72.73986     0.00000   102.93645
     8.75592    30.19659    72.73986     0.00000   102.93645
     8.85992    30.19659    72.73986     0.00000   102.93645
     8.96292    30.19659    72.73986     0.00000   102.93645
     9.06692    30.19659    72.73986     0.00000   102.93645
     9.16992    30.19659    72.73986     0.00000   102.93645
     9.27292    30.19659    72.73986     0.00000   102.93645
     9.37692    30.19659    72.73986     0.00000   102.93645
     9.47992    30.19659    72.73986     0.00000   102.93645
     9.58392    30.19659    72.73986     0.00000   102.93645
     9.68692    30.19659    72.73986     0.00000   102.93645
     9.79092    30.19659    72.73986     0.00000   102.93645
