     #Energy           s           p           d       tot  
    -0.03808     0.69684     0.44931     0.37417     1.52032
     0.06492     0.74192     0.49306     0.41636     1.65134
     0.16892     0.18244     0.12658     0.11365     0.42267
     0.27192     0.00230     0.03322     0.22392     0.25944
     0.37592     0.00049     0.01591     0.11203     0.12844
     0.47892     0.00001     0.00149     0.01905     0.02055
     0.58192     0.00275     0.00147     0.00012     0.00434
     0.68592     1.01156     0.53936     0.03858     1.58951
     0.78892     1.33195     0.70890     0.05057     2.09141
     0.89292     0.00831     0.00441     0.00031     0.01303
     0.99592     0.00000     0.00000     0.00000     0.00000
     1.09992     0.00000     0.00000     0.00000     0.00000
     1.20292     0.00199     0.00032     0.00008     0.00238
     1.30692     0.32476     0.05236     0.01226     0.38938
     1.40992     0.22178     0.03576     0.00837     0.26591
     1.51392     0.00042     0.00007     0.00002     0.00051
     1.61692     0.00000     0.00000     0.00000     0.00000
     1.72092     0.00000     0.00000     0.00000     0.00000
     1.82392     0.00000     0.00000     0.00000     0.00000
     1.92692     0.00000     0.00000     0.00000     0.00000
     2.03092     0.00000     0.00000     0.00000     0.00000
     2.13392     0.00360     0.00182     0.00018     0.00560
     2.23792     0.28979     0.14667     0.01454     0.45100
     2.34092     0.12148     0.06134     0.00608     0.18890
     2.44492     0.24838     0.06135     0.00819     0.31792
     2.54792     0.84699     0.57098     0.06269     1.48066
     2.65192     1.26643     2.07477     0.19585     3.53705
     2.75492     0.49181     0.20909     0.02806     0.72896
     2.85892     0.10822     0.03300     0.00554     0.14676
     2.96192     0.00245     0.00076     0.00007     0.00329
     3.06592     0.53440     0.16579     0.01574     0.71594
     3.16892     0.45020     0.14014     0.01335     0.60369
     3.27292     0.39248     0.28285     0.03963     0.71496
     3.37592     0.91162     0.65237     0.08270     1.64669
     3.47892     1.08494     0.44311     0.05171     1.57975
     3.58292     1.15836     1.08890     0.16549     2.41274
     3.68592     0.53279     0.50385     0.07580     1.11244
     3.78992     0.85599     0.97366     0.14959     1.97924
     3.89292     0.32216     0.19240     0.02824     0.54279
     3.99692     0.81319     0.37875     0.05479     1.24672
     4.09992     1.33298     0.64811     0.09141     2.07251
     4.20392     3.06489     1.06999     0.23214     4.36702
     4.30692     2.30365     0.68124     0.20326     3.18815
     4.41092     1.29107     0.53380     0.10578     1.93065
     4.51392     1.21883     0.48338     0.07811     1.78032
     4.61792     1.13804     0.49027     0.09354     1.72185
     4.72092     2.60829     0.77770     0.18096     3.56695
     4.82392     3.24328     0.89219     0.20654     4.34200
     4.92792     0.89004     0.33821     0.05571     1.28396
     5.03092     2.00093     1.08806     0.21023     3.29922
     5.13492     3.28611     1.19227     0.26516     4.74354
     5.23792     3.57254     1.20027     0.26496     5.03777
     5.34192     2.47671     0.95239     0.19442     3.62352
     5.44492     0.22827     0.46296     0.05946     0.75069
     5.54892     2.20769     1.02165     0.24878     3.47812
     5.65192     4.56466     1.95141     0.39527     6.91134
     5.75592     1.98406     0.60940     0.10291     2.69637
     5.85892     2.37308     1.17631     0.18974     3.73913
     5.96292     1.94913     1.41150     0.20963     3.57026
     6.06592     1.39325     1.81780     0.31088     3.52193
     6.16992     0.77824     1.92444     0.25412     2.95680
     6.27292     1.71866     2.03346     0.36093     4.11305
     6.37592     3.06634     2.75544     0.55036     6.37214
     6.47992     1.38199     1.23991     0.23207     2.85397
     6.58292     1.47236     0.81741     0.17413     2.46390
     6.68692     0.79101     1.27392     0.24979     2.31472
     6.78992     1.67833     1.74243     0.36577     3.78653
     6.89392     1.48448     2.22572     0.47582     4.18602
     6.99692     0.39792     0.85960     0.21827     1.47579
     7.10092     0.74337     1.44670     0.34416     2.53423
     7.20392     1.49360     3.04520     0.71935     5.25815
     7.30792     0.57529     1.59939     0.36845     2.54313
     7.41092     0.54013     1.97670     0.39730     2.91412
     7.51492     1.16165     2.38053     0.55356     4.09574
     7.61792     1.30994     2.42903     0.64225     4.38122
